funsim_death_log
days=1020
total_births=0
total_deaths=640
final_population=4310
starvation=0
dehydration=0
old_age=0
war=640
macro_natural=0
macro_starvation=0
macro_fire=0

# micro_deaths
day,id,reason
420,1238,war
420,1126,war
420,1310,war
450,1323,war
450,1336,war
450,1349,war
450,1202,war
450,1129,war
450,1156,war
450,1337,war
450,1203,war
450,1300,war
450,1325,war
450,1128,war
450,1270,war
450,1263,war
450,1294,war
450,1261,war
450,1235,war
450,1276,war
450,1233,war
450,1149,war
450,1130,war
450,1250,war
450,4827,war
450,1195,war
450,4764,war
450,1159,war
450,1338,war
450,1187,war
450,1329,war
450,1175,war
450,1234,war
450,1295,war
450,1340,war
480,1277,war
480,4837,war
480,1205,war
480,4883,war
480,983,war
480,4790,war
480,4285,war
480,984,war
480,4775,war
480,1101,war
480,4863,war
480,4298,war
480,4288,war
480,4800,war
480,4852,war
510,1124,war
510,977,war
510,987,war
510,714,war
510,741,war
510,4826,war
510,4305,war
510,4804,war
510,1135,war
510,4799,war
510,4805,war
510,3652,war
510,733,war
510,1123,war
510,4778,war
510,1119,war
510,486,war
510,704,war
510,4858,war
510,4840,war
510,1110,war
510,1010,war
510,3704,war
510,4857,war
510,980,war
510,726,war
510,4759,war
510,4783,war
510,493,war
510,1103,war
510,4823,war
510,1098,war
510,1114,war
510,4885,war
510,4820,war
510,719,war
510,745,war
510,4882,war
510,494,war
510,1148,war
510,979,war
510,491,war
510,1146,war
510,742,war
510,4889,war
510,4319,war
510,740,war
510,4873,war
510,997,war
510,1014,war
510,4806,war
510,4813,war
510,1331,war
510,1113,war
510,4856,war
510,1122,war
510,1011,war
510,4769,war
510,732,war
510,750,war
510,1120,war
510,981,war
510,4888,war
510,3359,war
510,715,war
510,1136,war
510,1009,war
510,1131,war
510,705,war
510,727,war
510,503,war
510,728,war
510,504,war
510,478,war
510,910,war
510,738,war
510,3746,war
510,1132,war
510,1013,war
510,3721,war
510,993,war
510,703,war
510,4886,war
510,1022,war
510,501,war
510,995,war
510,490,war
510,1006,war
510,1121,war
510,3682,war
510,3337,war
510,1115,war
510,4789,war
510,992,war
510,1139,war
510,485,war
510,735,war
510,1144,war
510,996,war
510,479,war
510,492,war
510,502,war
510,978,war
510,746,war
510,474,war
510,982,war
510,1118,war
540,989,war
540,998,war
540,1161,war
540,1002,war
540,683,war
540,480,war
540,692,war
540,1127,war
540,1097,war
540,1015,war
540,487,war
540,676,war
540,1102,war
540,691,war
540,1162,war
540,790,war
540,1172,war
540,1189,war
540,678,war
540,677,war
540,1008,war
540,913,war
540,679,war
540,689,war
540,720,war
540,1160,war
540,3648,war
540,1166,war
540,3633,war
540,716,war
540,933,war
540,731,war
540,3645,war
540,991,war
540,3700,war
540,693,war
540,908,war
540,1223,war
540,1140,war
540,489,war
540,702,war
540,817,war
540,477,war
540,928,war
540,1170,war
540,612,war
540,904,war
540,1138,war
540,994,war
540,3637,war
540,712,war
540,1108,war
540,1007,war
540,593,war
540,4761,war
540,632,war
540,694,war
540,622,war
540,976,war
540,886,war
540,1053,war
540,635,war
540,1080,war
540,601,war
540,606,war
540,617,war
540,711,war
540,624,war
540,631,war
540,610,war
540,971,war
540,619,war
540,604,war
540,1085,war
540,595,war
540,1152,war
540,963,war
540,1096,war
540,616,war
540,1061,war
540,634,war
540,1076,war
540,1165,war
540,1158,war
540,1104,war
540,920,war
570,1091,war
570,1092,war
570,1079,war
570,1083,war
570,956,war
570,1155,war
570,1153,war
570,1163,war
570,1073,war
570,1150,war
570,653,war
570,1167,war
570,659,war
570,664,war
570,1311,war
570,658,war
570,1264,war
570,660,war
570,661,war
570,662,war
570,666,war
570,960,war
570,1168,war
570,3276,war
570,1272,war
570,943,war
570,657,war
570,495,war
570,957,war
570,656,war
570,1271,war
570,914,war
570,944,war
570,923,war
570,926,war
570,973,war
570,909,war
570,1275,war
570,945,war
600,1296,war
600,1313,war
600,915,war
600,1182,war
600,1280,war
600,1075,war
600,1273,war
600,2278,war
600,972,war
600,1181,war
600,930,war
600,929,war
600,1176,war
600,1259,war
600,1180,war
600,1269,war
600,1179,war
600,1260,war
600,969,war
600,2020,war
600,1185,war
600,1258,war
600,1178,war
600,1072,war
600,1183,war
600,1191,war
600,884,war
600,1071,war
600,1274,war
600,954,war
600,773,war
600,959,war
600,564,war
600,873,war
600,833,war
600,1255,war
600,1184,war
600,1289,war
600,1227,war
600,1224,war
600,849,war
600,566,war
600,1060,war
600,863,war
600,874,war
600,1211,war
600,565,war
600,1194,war
600,1243,war
600,1230,war
600,1304,war
600,1236,war
600,876,war
600,1284,war
600,857,war
600,1333,war
600,1282,war
600,871,war
600,563,war
600,896,war
600,796,war
600,1197,war
600,1332,war
600,869,war
600,1330,war
600,856,war
600,845,war
600,861,war
600,1125,war
600,452,war
600,877,war
600,1215,war
600,1208,war
600,1057,war
600,747,war
600,1095,war
600,451,war
600,842,war
600,891,war
600,1214,war
600,1256,war
600,517,war
600,1105,war
600,1240,war
600,838,war
600,881,war
600,1347,war
600,1107,war
600,853,war
600,1226,war
600,880,war
600,888,war
600,883,war
600,1087,war
600,889,war
600,1229,war
630,835,war
630,829,war
630,859,war
630,836,war
630,1106,war
630,813,war
630,1207,war
630,1196,war
630,894,war
630,724,war
630,1297,war
630,775,war
630,821,war
630,1164,war
630,1319,war
